1706162520000;12883;10100;11642;34625
1706162640000;13070;10179;11689;34938
1706162760000;13131;10833;11670;35634
1706162880000;13397;11198;12711;37306
1706163000000;13242;10438;11709;35389
1706163120000;13082;12420;11657;37159
1706163240000;12968;10231;11716;34915
1706163360000;13898;10311;11766;35975
1706163480000;13026;10763;11747;35536
1706163600000;13106;10857;11693;35656
1706163720000;13534;10184;11807;35525
1706163840000;13305;10178;13562;37045
1706163960000;13329;10141;11728;35198
1706164080000;14014;10172;11703;35889
1706164200000;14310;10693;12609;37612
1706164320000;14188;10674;11795;36657
1706164440000;13008;10297;9349;32654
1706164560000;13015;10317;9250;32582
1706164680000;12147;10639;9196;31982
1706164800000;12449;10943;9095;32487
1706164920000;12626;11575;9466;33667
1706165040000;12625;11539;10810;34974
1706165160000;12946;10824;10961;34731
1706165280000;13221;11460;10939;35620
1706165400000;15780;12127;10857;38764
1706165520000;18089;13629;12624;44342
1706165640000;18447;20393;14022;52862
1706165760000;30035;25098;23064;78197
1706165880000;26164;23774;17761;67699
1706166000000;23962;28264;17034;69260
1706166120000;24817;24673;16132;65622
1706166240000;23267;25929;16312;65508
1706166360000;23272;25469;16842;65583
1706166480000;25514;26068;18161;69743
1706166600000;28407;25817;17594;71818
1706166720000;29087;29261;18580;76928
1706166840000;27177;27718;19820;74715
1706166960000;30822;27395;21171;79388
1706167080000;32625;30341;21820;84786
1706167200000;33151;30871;23271;87293
1706167320000;34350;34570;23076;91996
1706167440000;37729;34852;24058;96639
1706167560000;38595;32181;24603;95379
1706167680000;39704;32774;25481;97959
1706167800000;39870;35640;26102;101612
1706167920000;46568;34777;29869;111214
1706168040000;50761;35076;29480;115317
1706168160000;49268;34022;30283;113573
1706168280000;48692;34822;28448;111962
1706168400000;49377;39733;30165;119275
1706168520000;52137;39814;31099;123050
1706168640000;51038;41479;32908;125425
1706168760000;50395;40387;34258;125040
1706168880000;53548;44357;39547;137452
1706169000000;56570;44479;41016;142065
1706169120000;60107;44201;42251;146559
1706169240000;62809;47137;43644;153590
1706169360000;64212;46933;44089;155234
1706169480000;65255;47212;44966;157433
1706169600000;63572;47787;47667;159026
1706169720000;62097;45015;46707;153819
1706169840000;66582;44751;44228;155561
1706169960000;65639;47668;45445;158752
1706170080000;81421;62388;60376;204185
1706170200000;75714;61274;58809;195797
1706170320000;76226;60982;58015;195223
1706170440000;76543;62873;59505;198921
1706170560000;75405;61392;59074;195871
1706170680000;71050;58083;55843;184976
1706170800000;63391;49778;47370;160539
1706170920000;63905;49100;46258;159263
1706171040000;66514;51264;46259;164037
1706171160000;64231;50943;44506;159680
1706171280000;64819;49440;45203;159462
1706171400000;61948;47948;44283;154179
1706171520000;63027;52041;44894;159962
1706171640000;65517;54614;47515;167646
1706171760000;66856;55301;48222;170379
1706171880000;63329;54243;45854;163426
1706172000000;63003;53692;46016;162711
1706172120000;62346;52555;47275;162176
1706172240000;62757;52966;45160;160883
1706172360000;71287;60647;52094;184028
1706172480000;73798;58714;53963;186475
1706172600000;74281;61642;56659;192582
1706172720000;73747;61376;55812;190935
1706172840000;74457;62892;55482;192831
1706172960000;66306;54241;48181;168728
1706173080000;62797;49635;41035;153467
1706173200000;62499;49303;39953;151755
